emp_no,first_name,last_name,from_date,title,to_date
273792,Berna,McClurg,1996-05-21,Senior Staff,9999-01-01
273795,Jianhao,Lorho,1985-07-13,Senior Engineer,9999-01-01
273798,Katsuo,Gyimothy,1993-03-30,Senior Engineer,9999-01-01
273814,Sadok,Staelin,1996-12-06,Senior Engineer,9999-01-01
273822,Mana,Roison,1995-09-04,Senior Engineer,9999-01-01
273823,Kolar,Salinas,1995-01-29,Senior Staff,9999-01-01
273825,Demin,Navazio,1995-09-20,Senior Engineer,9999-01-01
273829,Marsja,Murtafg,1998-05-02,Senior Engineer,9999-01-01
273831,Kousuke,Farrar,1994-06-07,Senior Staff,9999-01-01
273840,Sasan,Laventhal,1998-01-26,Senior Engineer,9999-01-01
273843,Arvin,Beetstra,1996-10-17,Senior Engineer,9999-01-01
273847,Kwangjo,Bale,1996-08-05,Senior Staff,9999-01-01
273861,Honesty,Emmart,1999-09-27,Senior Engineer,9999-01-01
273864,Isaac,Perelgut,1997-11-24,Senior Staff,9999-01-01
273865,Manohar,Lorch,1996-01-09,Senior Staff,9999-01-01
273867,Arch,Leaver,1986-12-10,Senior Engineer,9999-01-01
273875,Danny,Rande,1989-06-29,Technique Leader,9999-01-01
273879,Achilleas,Angelov,1994-09-04,Senior Engineer,9999-01-01
273881,Stamatina,Klerer,1985-09-05,Technique Leader,9999-01-01
273882,Aris,Hofstetter,1998-05-25,Engineer,9999-01-01
273883,Sanjit,Rothe,1995-03-18,Senior Engineer,9999-01-01
273894,Shalesh,Giaccio,1988-05-18,Senior Staff,9999-01-01
273896,Shushma,Erman,1994-09-29,Engineer,9999-01-01
273900,Jianhui,Waleschkowski,1997-04-02,Senior Engineer,9999-01-01
273902,Mabhin,Feldmann,1992-06-20,Senior Engineer,9999-01-01
273904,Steen,Leijenhorst,1996-02-26,Senior Staff,9999-01-01
273917,Chriss,Gopalakrishnan,1989-03-12,Senior Engineer,9999-01-01
273918,Mario,Samarati,1994-10-06,Senior Staff,9999-01-01
273925,Bilhanan,Cheshire,1991-10-20,Senior Staff,9999-01-01
273926,Hisao,Schlenzig,1993-02-02,Senior Engineer,9999-01-01
273927,Huican,Unno,1989-12-11,Technique Leader,9999-01-01
273929,Dharmaraja,Garrabrants,1997-01-16,Senior Engineer,9999-01-01
273931,Shahid,Zykh,1995-05-26,Staff,9999-01-01
273933,Sreenivas,Parfitt,1992-10-16,Senior Staff,9999-01-01
273935,Heng,Gils,1998-10-22,Senior Engineer,9999-01-01
273936,Heon,Kawashima,1989-01-31,Senior Staff,9999-01-01
273942,Ayakannu,Boissier,1987-07-30,Senior Engineer,9999-01-01
273945,Aruna,Rijckaert,1998-09-23,Senior Staff,9999-01-01
273949,Maik,Cappello,2000-04-13,Senior Engineer,9999-01-01
273952,Nahla,Braccini,1987-03-22,Technique Leader,9999-01-01
273958,Jiafu,Klerer,1987-11-02,Technique Leader,9999-01-01
273963,Ewing,Binding,1997-11-17,Senior Engineer,9999-01-01
273964,Nathan,Ratnaker,1988-03-31,Technique Leader,9999-01-01
273972,Danae,Conta,1985-07-16,Senior Engineer,9999-01-01
273975,Fayez,Koyama,2000-05-24,Senior Engineer,9999-01-01
273978,Huican,Chenoweth,2002-01-08,Senior Staff,9999-01-01
273981,Gunilla,Bratsberg,1985-04-15,Senior Engineer,9999-01-01
273982,Jeanne,Stassinopoulos,1993-08-06,Technique Leader,9999-01-01
273983,Manohar,Matzen,1995-06-02,Senior Engineer,9999-01-01
273985,Debatosh,Joslin,2000-10-11,Senior Staff,9999-01-01
273987,Emran,Halloran,1994-08-18,Senior Engineer,9999-01-01
273995,Hilary,Litvinov,1998-03-21,Engineer,9999-01-01
273997,Yechiam,Braunschweig,1994-12-16,Senior Staff,9999-01-01
273998,Zvonko,Serdy,2001-12-07,Senior Engineer,9999-01-01
274002,Taisook,Milicia,1995-08-26,Staff,9999-01-01
274008,Khalid,Trystram,1997-07-10,Senior Staff,9999-01-01
274011,Breannda,Mawatari,1997-06-12,Senior Staff,9999-01-01
274030,Danil,Mitzlaff,1989-02-27,Senior Engineer,9999-01-01
274031,Hyuckchul,Fiutem,1998-06-26,Engineer,9999-01-01
274033,Pranjal,Schwabacher,1999-12-15,Assistant Engineer,9999-01-01
274036,Hongzue,Butner,1998-09-08,Senior Engineer,9999-01-01
274044,Yuchang,Erni,2002-05-30,Senior Engineer,9999-01-01
274049,Gill,Rohrbach,2000-09-02,Senior Staff,9999-01-01
274052,Monique,Hempstead,1988-04-22,Senior Engineer,9999-01-01
274058,Sachin,Siegrist,1999-06-29,Staff,9999-01-01
274064,Nevio,Rande,2000-05-20,Senior Staff,9999-01-01
274066,Navin,Aloisi,1994-05-11,Senior Staff,9999-01-01
274068,Yuuichi,Arlazarov,2001-01-12,Senior Staff,9999-01-01
274075,Bingning,Boreale,2001-02-25,Senior Engineer,9999-01-01
274078,IEEE,Moffat,1990-02-20,Senior Engineer,9999-01-01
274083,Aram,Paciorek,1999-12-30,Senior Engineer,9999-01-01
274084,Bernice,Luon,1996-01-28,Senior Engineer,9999-01-01
274085,Bader,Schmezko,1996-09-29,Senior Engineer,9999-01-01
274087,Mari,Olano,1999-11-24,Engineer,9999-01-01
274090,Franziska,Peng,2002-03-19,Senior Staff,9999-01-01
274091,Elvia,Angel,1998-12-03,Staff,9999-01-01
274099,Stevo,Perko,1991-02-05,Technique Leader,9999-01-01
274106,Leon,Herber,1996-02-03,Staff,9999-01-01
274107,Mingzeng,Oxenboll,1997-11-02,Senior Staff,9999-01-01
274110,Mahendra,Schapire,1996-02-26,Staff,9999-01-01
274116,Rasiah,Schwartzburd,2002-02-18,Senior Staff,9999-01-01
274118,Kinh,Srimani,1992-12-16,Senior Staff,9999-01-01
274119,Hugo,Narwekar,1997-02-15,Engineer,9999-01-01
274124,Chikako,McClure,1997-06-12,Engineer,9999-01-01
274137,Sampalli,Berendt,2001-04-20,Senior Staff,9999-01-01
274139,Narain,Schonegge,1997-11-15,Assistant Engineer,9999-01-01
274146,Duke,Belinskaya,2001-08-18,Engineer,9999-01-01
274147,Suvo,Eiron,1997-06-12,Senior Engineer,9999-01-01
274155,Supot,Schaar,1999-08-05,Senior Staff,9999-01-01
274161,True,Szilard,1990-01-18,Senior Staff,9999-01-01
274168,Kensyu,Clouatre,2000-05-27,Senior Engineer,9999-01-01
274172,Jinxi,Leppanen,2000-09-22,Senior Staff,9999-01-01
274176,Kristof,Gronowski,1997-05-18,Senior Staff,9999-01-01
274179,Boalin,Rahier,2000-01-13,Senior Engineer,9999-01-01
274181,Yechezkel,Fortenbacher,1998-07-14,Senior Staff,9999-01-01
274183,Giap,Erdi,1990-07-07,Senior Staff,9999-01-01
274184,Lucien,Debuse,1999-09-17,Engineer,9999-01-01
274187,Gao,Sidhu,2000-07-14,Senior Staff,9999-01-01
274195,Yucel,Gulla,1996-06-16,Staff,9999-01-01
274197,Geoffrey,Randi,1996-07-04,Senior Staff,9999-01-01
274202,Guoxiang,Christ,1996-01-22,Senior Engineer,9999-01-01
274208,Terresa,Babb,1990-02-13,Senior Engineer,9999-01-01
274214,Tomoyuki,Conti,2001-04-01,Senior Engineer,9999-01-01
274220,Apostol,Karcich,1996-06-23,Senior Engineer,9999-01-01
274225,Fumitaka,Fioravanti,1999-08-25,Engineer,9999-01-01
274227,Chenxi,Gniady,1997-05-27,Senior Staff,9999-01-01
274230,Takanari,Sridhar,1999-08-01,Engineer,9999-01-01
274239,Juyoung,Borovoy,1998-08-29,Senior Staff,9999-01-01
274245,Jaroslava,Baalen,1999-08-07,Staff,9999-01-01
274251,Heon,Kadhim,1997-09-17,Senior Staff,9999-01-01
274257,Arif,Kavvadias,1997-01-20,Senior Engineer,9999-01-01
274262,Cedric,Scallan,1993-02-19,Technique Leader,9999-01-01
274268,Goo,Keirsey,2001-01-24,Senior Staff,9999-01-01
274269,Macha,Nitto,1992-05-20,Senior Engineer,9999-01-01
274272,Persi,Conia,1997-11-07,Senior Staff,9999-01-01
274278,Horward,Oberman,1996-06-12,Engineer,9999-01-01
274279,Spyrose,Grandbois,1998-07-26,Staff,9999-01-01
274282,Saeko,Bernatsky,1999-03-19,Staff,9999-01-01
274283,Takahira,Sherertz,1999-07-25,Staff,9999-01-01
274290,Tsuneo,Birke,1996-08-03,Senior Engineer,9999-01-01
274299,Kish,Puoti,1994-02-24,Senior Staff,9999-01-01
274303,Val,Gustavson,1998-08-01,Engineer,9999-01-01
274304,Moto,Sadowski,1994-01-05,Senior Engineer,9999-01-01
274308,Ramalingam,Lieberherr,1995-01-13,Engineer,9999-01-01
274319,Sanjay,Gammage,1987-05-02,Senior Engineer,9999-01-01
274325,Akemi,Conti,1995-07-16,Senior Staff,9999-01-01
274327,Arto,Miake,2000-02-28,Senior Engineer,9999-01-01
274331,Yakichi,Awdeh,1997-04-26,Staff,9999-01-01
274333,Ramya,Kampfer,1999-11-19,Senior Engineer,9999-01-01
274341,Serif,Velardi,1996-11-30,Technique Leader,9999-01-01
274342,Mihalis,Baca,1995-05-09,Senior Staff,9999-01-01
274344,Uzi,Millington,2002-04-21,Senior Staff,9999-01-01
274346,Sadun,Plessier,1991-10-15,Senior Engineer,9999-01-01
274348,Cheong,Siksek,1996-10-08,Senior Engineer,9999-01-01
274349,Lubomir,Wilfing,2000-09-28,Senior Staff,9999-01-01
274351,Alexius,Wilharm,1989-10-25,Senior Staff,9999-01-01
274360,Shuzo,Oskamp,1995-07-15,Senior Engineer,9999-01-01
274363,Dannz,Alvarado,2000-09-14,Senior Engineer,9999-01-01
274364,Reuven,Kavraki,1996-08-18,Engineer,9999-01-01
274366,Heng,Rassart,1991-03-19,Senior Engineer,9999-01-01
274371,Genki,Delaune,1994-11-03,Senior Staff,9999-01-01
274372,Herbert,Atrawala,1999-08-17,Senior Engineer,9999-01-01
274377,Clyde,Juneja,2000-04-07,Senior Engineer,9999-01-01
274390,Marsja,Salinas,1996-01-31,Staff,9999-01-01
274392,Matt,Schrooten,1999-10-22,Staff,9999-01-01
274397,Rimli,Wendorf,1992-06-16,Senior Staff,9999-01-01
274413,Stamatina,Valtorta,1994-11-25,Senior Engineer,9999-01-01
274419,Satoru,Ponthieu,1997-03-24,Engineer,9999-01-01
274420,Tomofumi,Neiman,1992-02-18,Senior Staff,9999-01-01
274422,Supot,Clemencon,1993-12-26,Staff,9999-01-01
274424,Mansur,Erol,1998-04-17,Senior Staff,9999-01-01
274427,Guther,Akaboshi,1999-01-21,Senior Staff,9999-01-01
274428,Lenore,Savasere,1996-10-31,Senior Staff,9999-01-01
274434,Taisook,Choobineh,1989-10-28,Technique Leader,9999-01-01
274436,Brewster,Zockler,1998-10-01,Senior Staff,9999-01-01
274440,Mahmut,Valette,1994-11-21,Engineer,9999-01-01
274441,Marla,Denis,1999-08-24,Senior Staff,9999-01-01
274444,Giri,Qiwen,1997-12-01,Senior Staff,9999-01-01
274458,Arfst,Ghandeharizadeh,1986-06-22,Senior Engineer,9999-01-01
274459,Manu,Curless,1992-05-22,Senior Engineer,9999-01-01
274462,Mamdouh,Leonhardt,1990-04-29,Senior Staff,9999-01-01
274463,Uli,Glowinski,2002-05-17,Senior Engineer,9999-01-01
274464,Reinhold,Gischer,1994-08-17,Senior Staff,9999-01-01
274473,Rutger,Bhattacharjee,2001-05-05,Senior Engineer,9999-01-01
274478,Sugwoo,Paludetto,1990-03-31,Senior Staff,9999-01-01
274484,Falguni,Neiman,1999-08-20,Staff,9999-01-01
274489,Dhritiman,Gulak,1988-05-26,Technique Leader,9999-01-01
274492,Malu,Zeilberger,1996-08-04,Senior Staff,9999-01-01
274496,Danae,Boguraev,1985-07-15,Technique Leader,9999-01-01
274503,Weicheng,Lunt,1998-06-07,Senior Staff,9999-01-01
274508,Rosli,Vickson,1986-04-03,Senior Staff,9999-01-01
274511,Stafford,Pews,1994-12-26,Engineer,9999-01-01
274514,Kersti,Rijckaert,1994-06-15,Senior Engineer,9999-01-01
274519,Remmert,Farrel,1999-09-14,Senior Staff,9999-01-01
274523,Mani,Cronin,1993-02-15,Senior Engineer,9999-01-01
274526,Yuichiro,Ramsay,1996-07-21,Senior Engineer,9999-01-01
274529,Candida,Staylopatis,1997-03-14,Senior Engineer,9999-01-01
274534,Freyja,McClurg,1991-08-19,Senior Engineer,9999-01-01
274543,Teruyuki,Marrakchi,2000-07-03,Senior Staff,9999-01-01
274548,Anestis,Auria,1999-05-05,Staff,9999-01-01
274549,Fen,Olano,2001-07-04,Senior Staff,9999-01-01
274550,Bezalel,Frolund,1998-10-07,Senior Engineer,9999-01-01
274554,Sakthirel,Rattan,2002-05-13,Senior Engineer,9999-01-01
274560,Snehasis,Pusterhofer,1987-09-01,Senior Engineer,9999-01-01
274563,Masaki,Serre,1993-06-24,Senior Engineer,9999-01-01
274569,Hatem,Ramsak,1997-08-14,Senior Engineer,9999-01-01
274572,Barton,Restivo,1997-06-30,Staff,9999-01-01
274574,Chirstian,Bharadwaj,1995-05-09,Senior Staff,9999-01-01
274576,Krassimir,Benzaken,1996-09-25,Senior Staff,9999-01-01
274584,Dayanand,Pelz,1997-11-20,Engineer,9999-01-01
274585,Aleksandar,Itzfeldt,1993-02-27,Senior Staff,9999-01-01
274595,Shaowen,Krychniak,1998-01-27,Engineer,9999-01-01
274596,Roddy,Simkin,1994-12-16,Senior Staff,9999-01-01
274603,Harjit,Erie,1997-02-07,Senior Staff,9999-01-01
274606,Chaitali,Pardalos,1998-12-14,Senior Engineer,9999-01-01
274612,Bodh,Masaki,1987-06-14,Senior Staff,9999-01-01
274621,Baoqiu,Falco,1999-03-12,Senior Engineer,9999-01-01
274624,Fun,Serna,1991-02-19,Technique Leader,9999-01-01
274625,Fatemeh,Assaf,1987-07-19,Senior Staff,9999-01-01
274627,Ibibia,Cooke,2000-07-16,Senior Engineer,9999-01-01
274643,Marit,Oxman,1997-11-09,Engineer,9999-01-01
274646,Sanjeeva,Frijda,1996-09-08,Senior Staff,9999-01-01
274658,Sushant,Henseler,1997-12-26,Engineer,9999-01-01
274667,Eben,Gente,2000-08-02,Senior Staff,9999-01-01
274673,Sandeepan,Shumilov,1997-06-17,Engineer,9999-01-01
274676,Niteen,Mondadori,1994-10-08,Engineer,9999-01-01
274679,Vatsa,Cochrane,1997-04-07,Senior Engineer,9999-01-01
274683,Elrique,Strooper,1999-05-21,Senior Engineer,9999-01-01
274690,Wuxu,Paludetto,1994-03-19,Staff,9999-01-01
274704,Masanao,Rothe,1998-11-16,Senior Staff,9999-01-01
274706,Xiaoqiu,Thimonier,1997-06-01,Staff,9999-01-01
274710,Arfst,Lubachevsky,2000-01-20,Senior Staff,9999-01-01
274711,Akemi,Baig,1997-07-14,Staff,9999-01-01
274713,Chiranjit,Krychniak,1999-04-05,Engineer,9999-01-01
274714,Marit,Kakkad,1995-07-18,Senior Engineer,9999-01-01
274716,Jungsoon,Legleitner,1996-11-13,Senior Engineer,9999-01-01
274721,Magdalena,Strooper,1999-05-19,Technique Leader,9999-01-01
274729,Manibrata,Glinert,2000-12-18,Senior Engineer,9999-01-01
274731,Babette,Landherr,2001-11-23,Senior Staff,9999-01-01
274732,Oguz,Whitcomb,2001-12-28,Senior Engineer,9999-01-01
274735,Noritoshi,Haldar,1985-03-02,Senior Staff,9999-01-01
274742,Sadok,Demos,1996-08-27,Senior Engineer,9999-01-01
274743,Irena,Driscoll,1994-09-17,Senior Staff,9999-01-01
274746,Taegyun,Slutz,1986-11-26,Senior Engineer,9999-01-01
274749,Luisa,Danner,1995-12-13,Staff,9999-01-01
274755,Richara,DasSarma,1999-09-14,Staff,9999-01-01
274757,Jiann,Pettis,1996-05-17,Senior Staff,9999-01-01
274760,Goh,Prampolini,1993-09-29,Senior Engineer,9999-01-01
274761,Jianwen,Milicia,1998-03-06,Senior Engineer,9999-01-01
274764,Dharmaraja,Pepe,1996-06-26,Technique Leader,9999-01-01
274765,Srinidhi,Baranowski,2002-02-02,Senior Engineer,9999-01-01
274769,Lorien,Etalle,1991-11-18,Technique Leader,9999-01-01
274772,Palash,Busillo,1998-06-17,Senior Staff,9999-01-01
274785,Sandeepan,Krohn,1992-03-06,Senior Staff,9999-01-01
274790,Ennio,DuBourdieux,1998-12-16,Staff,9999-01-01
274794,Nitsan,Hertweck,1999-03-16,Engineer,9999-01-01
274795,Sukumar,Baca,1998-04-15,Senior Staff,9999-01-01
274806,Uma,Vecchio,1998-08-08,Senior Engineer,9999-01-01
274809,Taiji,Jayawardene,1994-03-07,Senior Engineer,9999-01-01
274817,Sastry,Hainaut,1993-11-19,Senior Engineer,9999-01-01
274820,Kyoichi,Naudin,2000-03-31,Senior Engineer,9999-01-01
274826,Petter,Ligten,1996-08-17,Staff,9999-01-01
274832,Kristof,Sidhu,1996-11-02,Staff,9999-01-01
274833,Chikako,Krohm,1985-03-04,Senior Engineer,9999-01-01
274836,Almudena,Furudate,1997-08-17,Senior Engineer,9999-01-01
274838,Katsuyuki,Petereit,1995-10-17,Staff,9999-01-01
274842,Phillip,Dredge,1993-09-21,Technique Leader,9999-01-01
274845,Satoru,Schaad,1996-03-30,Senior Engineer,9999-01-01
274856,Fayez,Weedman,1998-04-24,Staff,9999-01-01
274857,Fayez,Luce,1998-12-09,Senior Staff,9999-01-01
274858,Jayesh,Standera,2002-03-10,Senior Engineer,9999-01-01
274868,Leen,Pillow,1998-05-08,Senior Staff,9999-01-01
274869,Nadjib,Bressoud,1998-08-27,Technique Leader,9999-01-01
274872,Przemyslawa,Sessa,1995-06-28,Senior Engineer,9999-01-01
274875,Teruyuki,Erbe,1987-04-24,Senior Engineer,9999-01-01
274879,Kwangho,Skafidas,2000-02-01,Engineer,9999-01-01
274886,Kaijung,Kaminger,1996-05-26,Staff,9999-01-01
274893,Sverrir,Kropatsch,1997-09-25,Engineer,9999-01-01
274896,Kazuyasu,Snedden,2002-03-04,Senior Staff,9999-01-01
274898,Qiwen,Deyuan,1994-08-19,Senior Engineer,9999-01-01
274899,Chenxi,Panienski,1997-01-13,Engineer,9999-01-01
274903,Fusako,Crooks,1991-08-24,Senior Staff,9999-01-01
274907,Weiwu,Msuda,2001-06-20,Senior Staff,9999-01-01
274910,Parke,Braccini,1998-02-09,Senior Staff,9999-01-01
274913,Dmitry,Ishibashi,1994-11-10,Senior Engineer,9999-01-01
274925,Sadun,Meriste,2001-04-04,Senior Engineer,9999-01-01
274930,Vojin,Steinauer,1999-08-21,Engineer,9999-01-01
274932,Mikhail,Schmiedel,2000-08-19,Senior Staff,9999-01-01
274935,Christoper,Cannane,1999-01-21,Staff,9999-01-01
274945,Stein,Barriga,1998-04-04,Engineer,9999-01-01
274955,Elvis,Perri,2000-08-07,Senior Engineer,9999-01-01
274971,Alper,Kitsuregawa,1990-09-17,Senior Engineer,9999-01-01
274972,Gretta,Thorelli,1992-07-10,Senior Engineer,9999-01-01
274976,Godehard,Otillio,1996-09-07,Senior Engineer,9999-01-01
274980,Sahrah,Slobodova,1995-05-04,Senior Staff,9999-01-01
274983,Shahab,Gecsel,1988-08-15,Senior Engineer,9999-01-01
274984,Tesuya,Marshall,1999-08-04,Senior Staff,9999-01-01
274985,Alagu,Emmerich,1985-07-17,Senior Engineer,9999-01-01
274986,Utpal,Munke,1996-05-09,Staff,9999-01-01
274991,Xinyu,Gide,1995-12-27,Senior Staff,9999-01-01
274993,Sanjai,Cardazo,1995-03-27,Senior Staff,9999-01-01
274994,Tru,Casperson,1994-01-08,Senior Staff,9999-01-01
274996,Abdelghani,Fioravanti,1998-02-14,Senior Engineer,9999-01-01
274998,Shigeaki,Barvinok,1991-11-29,Technique Leader,9999-01-01
275001,Katsuo,Mitina,1992-12-23,Senior Staff,9999-01-01
275002,Hercules,Yurek,1999-07-25,Engineer,9999-01-01
275004,Wuxu,Mamelak,1993-09-21,Engineer,9999-01-01
275005,Adas,Murthy,2000-05-31,Senior Staff,9999-01-01
275008,Rosine,Perl,1997-09-19,Senior Engineer,9999-01-01
275009,Kwun,Rettelbach,1995-08-08,Staff,9999-01-01
275011,Leen,Wallrath,1996-02-25,Senior Staff,9999-01-01
275014,Herb,Kolvik,1994-11-18,Senior Staff,9999-01-01
275020,Valeri,Danley,1996-04-07,Senior Staff,9999-01-01
275022,Lansing,Yoshimura,2000-12-28,Senior Staff,9999-01-01
275027,Sham,Bolotov,1998-11-06,Senior Engineer,9999-01-01
275032,Horward,Rubsam,1987-10-03,Technique Leader,9999-01-01
275035,Kasidit,Benner,2002-05-05,Senior Staff,9999-01-01
275036,Sachin,Erez,2000-06-05,Senior Engineer,9999-01-01
275037,Dmitry,Spelt,1999-11-11,Senior Staff,9999-01-01
275040,Howell,Stassinopoulos,1999-11-22,Senior Engineer,9999-01-01
275042,Filipe,Gide,1996-01-19,Staff,9999-01-01
275043,Haldon,Coors,1989-07-08,Senior Staff,9999-01-01
275048,Nidapan,Gniady,1996-11-17,Senior Engineer,9999-01-01
275054,Girolamo,Butterworth,1999-08-11,Senior Engineer,9999-01-01
275070,Yongdong,Maccarone,1997-02-21,Engineer,9999-01-01
275076,Foong,Barbanera,1996-05-02,Senior Staff,9999-01-01
275083,Pranjal,Kopetz,1996-07-07,Assistant Engineer,9999-01-01
275085,Utz,Beetstra,1994-05-22,Senior Engineer,9999-01-01
275090,Elvia,Ramaiah,2001-11-13,Senior Staff,9999-01-01
275092,Remko,Schmiedel,1995-02-12,Senior Engineer,9999-01-01
275099,Saeed,Dalton,1990-02-28,Senior Engineer,9999-01-01
275100,Hisao,Lung,1998-05-12,Senior Engineer,9999-01-01
275102,Mabry,Shiratori,1999-06-23,Engineer,9999-01-01
275106,Unal,Muhling,1998-05-29,Senior Engineer,9999-01-01
275110,Pradeep,McConalogue,1990-11-10,Senior Engineer,9999-01-01
275120,Jaideep,Aamodt,1992-07-15,Senior Staff,9999-01-01
275126,Abdelkader,Dichev,1993-12-21,Senior Staff,9999-01-01
275138,Mona,Oxenboll,1995-04-06,Senior Engineer,9999-01-01
275144,Taegyun,Varman,2001-05-12,Senior Engineer,9999-01-01
275148,Shahid,Vesna,1997-05-28,Senior Staff,9999-01-01
275150,Naftali,Pollacia,1986-09-24,Senior Engineer,9999-01-01
275155,Kazuhiko,Kampfer,1997-09-22,Staff,9999-01-01
275160,Raimond,Rusmann,1998-02-16,Staff,9999-01-01
275165,Nathan,Muchinsky,1992-11-27,Senior Staff,9999-01-01
275166,Hairong,Vieri,1998-06-22,Senior Engineer,9999-01-01
275175,Doowon,Camarinopoulos,2000-03-19,Senior Engineer,9999-01-01
275181,Yuchang,Kriebel,1992-11-14,Senior Engineer,9999-01-01
275182,Poornachandra,Engberts,1986-01-10,Senior Engineer,9999-01-01
275184,Tse,Emiris,1999-02-16,Senior Staff,9999-01-01
275189,Sachar,Katzenelson,2002-07-08,Engineer,9999-01-01
275194,Doowon,Shobatake,1995-07-23,Senior Engineer,9999-01-01
275200,Lucian,Angel,2000-12-07,Senior Staff,9999-01-01
275207,Gad,Scharstein,2000-01-24,Senior Staff,9999-01-01
275209,Heng,Rosch,1998-12-15,Engineer,9999-01-01
275211,Mong,Veccia,1999-01-14,Staff,9999-01-01
275214,Tran,Besancenot,1999-04-03,Senior Engineer,9999-01-01
275220,Jiafu,Rabejac,1999-06-23,Senior Engineer,9999-01-01
275221,Masadi,Merro,1995-07-29,Senior Staff,9999-01-01
275225,Mong,Luce,1998-10-27,Staff,9999-01-01
275228,Jenwei,Huxford,1998-11-23,Senior Engineer,9999-01-01
275234,Persi,Quittner,1997-05-27,Senior Staff,9999-01-01
275236,Marsja,Pepe,1996-11-14,Senior Staff,9999-01-01
275239,Guther,Collette,1992-09-06,Senior Staff,9999-01-01
275252,Candida,Murtagh,1994-08-13,Senior Engineer,9999-01-01
275256,Gudjon,Emmart,2000-04-07,Senior Engineer,9999-01-01
275257,Kasidit,Yavatkar,1990-08-26,Senior Engineer,9999-01-01
275261,Gita,Thisen,1992-04-25,Senior Engineer,9999-01-01
275264,Sajjan,Otillio,1997-05-19,Engineer,9999-01-01
275266,Arve,Vernadat,1997-02-13,Staff,9999-01-01
275269,Sahrah,Jullig,1992-11-05,Senior Engineer,9999-01-01
275270,Mountaz,Hettesheimer,1992-04-08,Technique Leader,9999-01-01
275281,Nadjib,Veevers,1991-02-11,Senior Staff,9999-01-01
275283,Xiaopeng,Ozery,1991-05-29,Senior Engineer,9999-01-01
275285,Mana,Aingworth,1998-09-04,Technique Leader,9999-01-01
275288,Sadegh,Sommen,1993-10-08,Senior Staff,9999-01-01
275292,Hsiangchu,Malinowski,1993-06-14,Senior Engineer,9999-01-01
275293,Gadiel,Orsini,1998-05-25,Engineer,9999-01-01
275308,Samphel,Chinin,1995-02-06,Senior Staff,9999-01-01
275309,Jessie,Muchinsky,1994-03-05,Engineer,9999-01-01
275313,Serge,Keustermans,1997-11-18,Senior Staff,9999-01-01
275315,Hsiangchu,Denti,2000-10-25,Senior Engineer,9999-01-01
275319,Mani,Vadhan,1994-10-31,Staff,9999-01-01
275337,Ortrud,Matzke,1994-03-16,Senior Engineer,9999-01-01
275340,Jiann,Breugel,1997-01-22,Senior Staff,9999-01-01
275343,Aamod,Heusch,1998-04-29,Engineer,9999-01-01
275347,Parke,Spinelli,1997-11-30,Senior Staff,9999-01-01
275348,Woody,Gist,1999-11-12,Staff,9999-01-01
275352,Sanjoy,Kalloufi,2001-02-17,Senior Staff,9999-01-01
275356,Shuho,Halevi,1996-10-07,Engineer,9999-01-01
275357,Ziya,Orsini,1996-06-22,Senior Staff,9999-01-01
275359,Fabrizio,Suri,1989-03-12,Senior Staff,9999-01-01
275364,Nishit,Muntz,1997-02-12,Staff,9999-01-01
275369,Pohua,Kermarrec,1993-02-13,Senior Staff,9999-01-01
275372,Xuejia,Danecki,1992-10-30,Senior Engineer,9999-01-01
275374,Salvador,Samarati,2001-07-31,Senior Engineer,9999-01-01
275378,Vatsa,Heyers,1996-03-28,Technique Leader,9999-01-01
275379,Seshu,Pulkowski,2002-01-22,Senior Staff,9999-01-01
275386,Parke,Lortz,2000-01-04,Staff,9999-01-01
275393,Geoff,Kushnir,1996-01-19,Senior Engineer,9999-01-01
275403,Fei,Farrag,1988-02-14,Technique Leader,9999-01-01
275405,Tua,Leivant,1998-07-01,Senior Staff,9999-01-01
275407,Florina,Beutelspacher,2000-04-26,Senior Engineer,9999-01-01
275410,Marin,Businaro,1994-10-29,Senior Staff,9999-01-01
275411,Feixiong,Horswill,1993-06-15,Senior Staff,9999-01-01
275421,King,Cooley,2002-01-04,Senior Staff,9999-01-01
275424,Abdelkader,Birge,1995-10-04,Engineer,9999-01-01
275428,Bernd,Onuegbe,2000-06-09,Senior Staff,9999-01-01
275429,Lansing,Pietracaprina,1996-02-19,Engineer,9999-01-01
275431,Fumitake,Gomatam,1998-05-25,Engineer,9999-01-01
275435,Fumiya,Gluchowski,1989-04-03,Senior Staff,9999-01-01
275447,Denny,Begiun,1999-12-14,Senior Engineer,9999-01-01
275448,Yongqiao,Felder,1998-08-28,Senior Staff,9999-01-01
275449,Ronghao,Lambe,1987-06-09,Technique Leader,9999-01-01
275453,Aemilian,Hegner,1996-12-18,Senior Staff,9999-01-01
275458,Gonzalo,Barbanera,1996-07-01,Senior Staff,9999-01-01
275461,Tua,Famili,1999-07-27,Senior Staff,9999-01-01
275466,Danco,Puoti,2002-03-07,Senior Engineer,9999-01-01
275469,Arne,Borstler,1999-09-20,Senior Engineer,9999-01-01
275479,Georgi,Ratnakar,1992-03-14,Senior Staff,9999-01-01
275487,Chaosheng,Bolsens,1998-06-11,Senior Engineer,9999-01-01
275501,Khun,Poupard,1999-11-10,Engineer,9999-01-01
275502,Hailing,Muntz,1999-01-25,Senior Staff,9999-01-01
275504,Aluzio,Bahi,1999-08-09,Engineer,9999-01-01
